time,TP9,AF7,AF8,TP10,AUX
1587325377376,87.40234375,328.61328125,188.4765625,77.1484375,NaN
1587325377379.9062,61.03515625,394.53125,234.375,76.66015625,NaN
1587325377383.8125,69.82421875,368.65234375,205.56640625,72.265625,NaN
1587325377387.7188,84.9609375,319.82421875,140.13671875,66.89453125,NaN
1587325377391.625,71.77734375,379.8828125,171.38671875,61.5234375,NaN
1587325377395.5312,53.7109375,274.4140625,78.61328125,47.8515625,NaN
1587325377399.4375,42.96875,249.0234375,49.8046875,51.26953125,NaN
1587325377403.3438,77.1484375,144.04296875,-27.34375,62.98828125,NaN
1587325377407.25,83.49609375,44.43359375,-113.76953125,49.8046875,NaN
1587325377411.1562,80.078125,322.75390625,105.46875,66.40625,NaN
1587325377415.0625,78.61328125,495.60546875,266.11328125,88.8671875,NaN
1587325377418.9688,75.1953125,510.25390625,291.50390625,83.984375,NaN
1587325377422.875,82.51953125,440.4296875,229.00390625,77.1484375,NaN
1587325377426.7812,91.796875,424.8046875,198.73046875,65.4296875,NaN
1587325377430.6875,82.03125,456.0546875,211.9140625,58.59375,NaN
1587325377434.5938,83.984375,519.53125,263.18359375,67.87109375,NaN
1587325377438.5,98.6328125,505.859375,248.046875,82.51953125,NaN
1587325377442.4062,91.796875,292.96875,58.59375,67.87109375,NaN
1587325377446.3125,77.63671875,286.1328125,36.62109375,51.7578125,NaN
1587325377450.2188,62.5,455.56640625,166.015625,52.24609375,NaN
1587325377454.125,72.265625,532.71484375,227.05078125,49.31640625,NaN
1587325377458.0312,73.2421875,363.28125,83.0078125,42.48046875,NaN
1587325377461.9375,48.33984375,23.4375,-216.30859375,16.11328125,NaN
1587325377465.8438,41.015625,163.57421875,-133.30078125,-5.37109375,NaN
1587325377469.75,47.8515625,472.65625,118.65234375,19.04296875,NaN
1587325377473.6562,33.203125,491.2109375,145.01953125,44.43359375,NaN
1587325377477.5625,14.6484375,406.73828125,81.54296875,43.9453125,NaN
1587325377481.4688,30.76171875,344.7265625,20.5078125,33.69140625,NaN
1587325377485.375,43.9453125,434.08203125,83.49609375,30.76171875,NaN
1587325377489.2812,36.62109375,369.140625,43.9453125,25.87890625,NaN
1587325377493.1875,41.9921875,390.625,68.359375,36.1328125,NaN
1587325377497.0938,44.43359375,268.06640625,-32.71484375,42.48046875,NaN
1587325377501,22.4609375,140.625,-164.0625,3.41796875,NaN
1587325377504.9062,30.2734375,411.1328125,38.57421875,12.20703125,NaN
1587325377508.8125,52.734375,520.5078125,150.390625,54.19921875,NaN
1587325377512.7188,45.8984375,387.20703125,49.8046875,46.875,NaN
1587325377516.625,39.0625,220.21484375,-105.95703125,17.08984375,NaN
1587325377520.5312,34.1796875,353.515625,-9.765625,13.671875,NaN
1587325377524.4375,32.71484375,501.46484375,123.53515625,29.296875,NaN
1587325377528.3438,28.80859375,508.30078125,132.8125,19.53125,NaN
1587325377532.25,29.78515625,486.328125,112.79296875,5.37109375,NaN
1587325377536.1562,12.6953125,363.76953125,14.16015625,2.9296875,NaN
1587325377540.0625,-12.6953125,277.83203125,-69.3359375,-1.46484375,NaN
1587325377543.9688,31.25,363.76953125,-9.27734375,-11.23046875,NaN
1587325377547.875,41.015625,482.91015625,91.30859375,-2.44140625,NaN
1587325377551.7812,25.87890625,401.3671875,36.1328125,21.484375,NaN
1587325377555.6875,43.45703125,155.2734375,-177.24609375,0.48828125,NaN
1587325377559.5938,41.50390625,267.578125,-109.86328125,-16.6015625,NaN
1587325377563.5,17.08984375,451.66015625,49.8046875,10.7421875,NaN
1587325377567.4062,29.78515625,409.66796875,27.83203125,23.92578125,NaN
1587325377571.3125,50.29296875,208.984375,-135.25390625,8.7890625,NaN
1587325377575.2188,55.17578125,235.3515625,-126.953125,-0.9765625,NaN
1587325377579.125,55.6640625,460.44921875,63.96484375,20.99609375,NaN
1587325377583.0312,37.109375,318.359375,-37.59765625,24.4140625,NaN
1587325377586.9375,44.43359375,275.87890625,-83.49609375,13.671875,NaN
1587325377590.8438,45.8984375,219.23828125,-114.2578125,14.6484375,NaN
1587325377594.75,34.66796875,133.7890625,-174.31640625,11.23046875,NaN
1587325377598.6562,45.8984375,335.44921875,-20.99609375,32.2265625,NaN
1587325377602.5625,54.6875,403.80859375,47.36328125,39.0625,NaN
1587325377606.4688,47.8515625,426.7578125,76.66015625,38.0859375,NaN
1587325377610.375,60.05859375,382.32421875,49.8046875,48.828125,NaN
1587325377614.2812,47.36328125,359.86328125,27.83203125,46.38671875,NaN
1587325377618.1875,49.8046875,433.59375,91.796875,46.875,NaN
1587325377622.0938,73.2421875,439.453125,108.88671875,34.66796875,NaN
1587325377626,65.4296875,316.40625,6.8359375,22.94921875,NaN
1587325377629.9062,55.17578125,6.8359375,-247.0703125,21.484375,NaN
1587325377633.8125,51.26953125,22.4609375,-251.46484375,17.08984375,NaN
1587325377637.7188,66.40625,343.26171875,-6.8359375,33.69140625,NaN
1587325377641.625,73.73046875,427.24609375,65.91796875,56.15234375,NaN
1587325377645.5312,66.89453125,318.359375,-29.296875,51.7578125,NaN
1587325377649.4375,59.08203125,308.10546875,-54.6875,33.203125,NaN
1587325377653.3438,51.26953125,462.890625,60.05859375,31.25,NaN
1587325377657.25,45.8984375,475.09765625,74.21875,37.109375,NaN
1587325377661.1562,53.22265625,475.09765625,84.9609375,30.2734375,NaN
1587325377665.0625,46.38671875,364.2578125,0.9765625,15.13671875,NaN
