time,TP9,AF7,AF8,TP10,AUX
1587325656844.75,72.75390625,58.10546875,11.23046875,47.36328125,NaN
1587325656848.6562,79.58984375,93.75,97.16796875,47.8515625,NaN
1587325656852.5625,83.984375,-30.76171875,-104.98046875,48.33984375,NaN
1587325656856.4688,78.61328125,-20.99609375,-193.359375,41.015625,NaN
1587325656860.375,70.80078125,102.05078125,35.15625,43.9453125,NaN
1587325656864.2812,66.40625,58.10546875,10.25390625,48.33984375,NaN
1587325656868.1875,63.4765625,20.01953125,-76.171875,48.33984375,NaN
1587325656872.0938,58.59375,-3.41796875,-155.2734375,38.0859375,NaN
1587325656876,51.7578125,78.61328125,-49.8046875,28.80859375,NaN
1587325656879.9062,48.33984375,96.6796875,53.7109375,39.55078125,NaN
1587325656883.8125,46.38671875,68.359375,34.1796875,38.0859375,NaN
1587325656887.7188,48.828125,42.48046875,-10.25390625,37.59765625,NaN
1587325656891.625,44.43359375,63.4765625,13.671875,38.0859375,NaN
1587325656895.5312,39.55078125,70.80078125,50.78125,36.62109375,NaN
1587325656899.4375,41.9921875,29.296875,-40.52734375,36.62109375,NaN
1587325656903.3438,42.48046875,96.19140625,46.875,38.0859375,NaN
1587325656907.25,37.59765625,39.0625,-5.37109375,41.015625,NaN
1587325656911.1562,32.71484375,-4.8828125,-128.90625,37.59765625,NaN
1587325656915.0625,36.1328125,89.84375,7.32421875,29.78515625,NaN
1587325656918.9688,39.55078125,102.05078125,73.2421875,28.80859375,NaN
1587325656922.875,32.2265625,99.609375,103.515625,31.25,NaN
1587325656926.7812,32.2265625,-12.6953125,-74.21875,33.69140625,NaN
1587325656930.6875,34.66796875,-4.39453125,-130.37109375,26.3671875,NaN
1587325656934.5938,38.0859375,109.86328125,66.40625,31.73828125,NaN
1587325656938.5,39.0625,85.9375,80.078125,43.45703125,NaN
1587325656942.4062,35.64453125,68.359375,47.36328125,41.9921875,NaN
1587325656946.3125,40.52734375,40.52734375,-30.76171875,45.41015625,NaN
1587325656950.2188,47.8515625,50.78125,-45.8984375,41.015625,NaN
1587325656954.125,49.8046875,49.8046875,-26.3671875,35.64453125,NaN
1587325656958.0312,43.9453125,37.59765625,-54.6875,37.59765625,NaN
