time,TP9,AF7,AF8,TP10,AUX
1587325095141.625,-63.96484375,115.234375,43.45703125,-48.33984375,NaN
1587325095145.5312,-65.91796875,116.2109375,47.8515625,-59.5703125,NaN
1587325095149.4375,-58.10546875,138.18359375,61.03515625,-61.5234375,NaN
1587325095153.3438,-50.78125,96.6796875,27.34375,-46.875,NaN
1587325095157.25,-54.6875,129.8828125,67.3828125,-42.96875,NaN
1587325095161.1562,-59.5703125,-35.64453125,-65.4296875,-48.828125,NaN
1587325095165.0625,-53.7109375,-170.41015625,-220.21484375,-50.78125,NaN
1587325095168.9688,-47.36328125,9.27734375,-97.65625,-46.875,NaN
1587325095172.875,-45.41015625,143.5546875,42.96875,-42.48046875,NaN
1587325095176.7812,-40.52734375,159.1796875,94.7265625,-32.71484375,NaN
1587325095180.6875,-30.76171875,63.96484375,22.4609375,-29.296875,NaN
1587325095184.5938,-24.4140625,62.98828125,9.27734375,-27.83203125,NaN
1587325095188.5,-22.4609375,107.91015625,47.8515625,-19.53125,NaN
1587325095192.4062,-15.13671875,134.27734375,79.58984375,-12.20703125,NaN
1587325095196.3125,-9.765625,95.21484375,53.7109375,-8.30078125,NaN
1587325095200.2188,-3.90625,38.57421875,-2.9296875,-16.11328125,NaN
1587325095204.125,1.46484375,148.4375,104.4921875,-8.7890625,NaN
1587325095208.0312,0,61.03515625,51.26953125,1.953125,NaN
1587325095211.9375,-1.953125,68.84765625,49.31640625,-3.90625,NaN
1587325095215.8438,5.37109375,99.12109375,89.84375,1.46484375,NaN
1587325095219.75,5.37109375,-150.390625,-158.69140625,1.46484375,NaN
1587325095223.6562,1.953125,-37.59765625,-103.02734375,2.9296875,NaN
1587325095227.5625,1.953125,164.0625,96.6796875,7.8125,NaN
1587325095231.4688,13.671875,200.1953125,156.25,13.18359375,NaN
1587325095235.375,22.4609375,69.82421875,66.40625,21.484375,NaN
1587325095239.2812,19.04296875,-27.83203125,-34.1796875,19.04296875,NaN
1587325095243.1875,20.99609375,134.27734375,100.5859375,20.01953125,NaN
1587325095247.0938,20.01953125,146.97265625,126.953125,23.92578125,NaN
1587325095251,20.5078125,142.578125,123.53515625,24.4140625,NaN
1587325095254.9062,21.484375,-36.62109375,-23.4375,23.4375,NaN
1587325095258.8125,19.53125,-121.09375,-133.7890625,21.484375,NaN
1587325095262.7188,20.5078125,88.8671875,20.5078125,28.80859375,NaN
1587325095266.625,26.85546875,204.58984375,159.1796875,37.59765625,NaN
1587325095270.5312,26.3671875,184.5703125,173.33984375,40.52734375,NaN
1587325095274.4375,21.97265625,68.84765625,69.3359375,37.109375,NaN
1587325095278.3438,20.99609375,6.8359375,-6.8359375,26.3671875,NaN
1587325095282.25,20.01953125,20.99609375,-8.30078125,24.90234375,NaN
1587325095286.1562,17.578125,104.00390625,68.84765625,30.2734375,NaN
1587325095290.0625,18.06640625,104.00390625,87.890625,30.2734375,NaN
1587325095293.9688,20.01953125,0.9765625,-12.6953125,21.484375,NaN
1587325095297.875,23.4375,22.94921875,-24.90234375,20.5078125,NaN
1587325095301.7812,28.3203125,-9.27734375,-52.734375,27.34375,NaN
1587325095305.6875,21.484375,21.484375,-32.71484375,24.90234375,NaN
1587325095309.5938,12.6953125,62.98828125,13.18359375,23.92578125,NaN
1587325095313.5,13.671875,-63.4765625,-98.6328125,19.04296875,NaN
1587325095317.4062,18.06640625,29.78515625,-43.45703125,19.53125,NaN
1587325095321.3125,8.7890625,101.07421875,26.85546875,23.92578125,NaN
1587325095325.2188,3.41796875,117.67578125,63.96484375,19.53125,NaN
1587325095329.125,10.25390625,93.75,62.01171875,19.04296875,NaN
1587325095333.0312,12.6953125,-13.671875,-45.41015625,8.7890625,NaN
1587325095336.9375,13.671875,20.5078125,-30.76171875,7.8125,NaN
1587325095340.8438,10.7421875,98.14453125,38.0859375,13.671875,NaN
1587325095344.75,5.37109375,164.55078125,112.3046875,11.71875,NaN
1587325095348.6562,9.27734375,-18.06640625,-27.34375,10.7421875,NaN
1587325095352.5625,9.765625,-216.30859375,-252.9296875,4.8828125,NaN
1587325095356.4688,8.30078125,17.08984375,-86.42578125,12.20703125,NaN
1587325095360.375,12.20703125,181.640625,104.4921875,27.34375,NaN
1587325095364.2812,18.5546875,163.0859375,126.46484375,28.80859375,NaN
1587325095368.1875,17.08984375,126.46484375,102.5390625,22.94921875,NaN
1587325095372.0938,12.6953125,149.90234375,130.37109375,23.4375,NaN
1587325095376,14.16015625,124.51171875,111.81640625,27.83203125,NaN
1587325095379.9062,18.06640625,83.984375,63.96484375,21.97265625,NaN
1587325095383.8125,20.01953125,71.2890625,51.7578125,24.4140625,NaN
1587325095387.7188,19.04296875,61.03515625,47.36328125,21.484375,NaN
1587325095391.625,15.625,49.31640625,29.78515625,13.18359375,NaN
1587325095395.5312,15.13671875,-76.66015625,-110.83984375,13.671875,NaN
1587325095399.4375,18.06640625,-48.33984375,-119.62890625,7.8125,NaN
1587325095403.3438,19.53125,79.58984375,11.71875,9.765625,NaN
1587325095407.25,17.578125,-184.5703125,-231.93359375,4.8828125,NaN
1587325095411.1562,11.23046875,-106.93359375,-214.35546875,-4.39453125,NaN
1587325095415.0625,12.20703125,225.09765625,120.60546875,6.8359375,NaN
1587325095418.9688,12.6953125,210.9375,148.92578125,11.71875,NaN
1587325095422.875,17.08984375,132.8125,97.65625,3.90625,NaN
1587325095426.7812,19.04296875,84.9609375,55.17578125,-3.90625,NaN
1587325095430.6875,14.16015625,120.60546875,82.03125,0.48828125,NaN
1587325095434.5938,17.08984375,77.63671875,44.921875,9.27734375,NaN
1587325095438.5,16.6015625,88.8671875,56.640625,13.671875,NaN
1587325095442.4062,16.6015625,-62.5,-64.453125,12.20703125,NaN
1587325095446.3125,19.04296875,-149.90234375,-181.640625,8.30078125,NaN
