time,TP9,AF7,AF8,TP10,AUX
1587324909516.625,9.765625,-13.18359375,-23.92578125,8.7890625,NaN
1587324909520.5312,8.7890625,3.90625,59.08203125,12.6953125,NaN
1587324909524.4375,6.34765625,9.765625,100.09765625,7.8125,NaN
1587324909528.3438,10.7421875,-6.8359375,101.5625,8.30078125,NaN
1587324909532.25,9.27734375,-29.78515625,87.40234375,13.18359375,NaN
1587324909536.1562,9.765625,-37.59765625,-13.18359375,12.20703125,NaN
1587324909540.0625,14.16015625,-28.80859375,-21.484375,11.23046875,NaN
1587324909543.9688,8.7890625,-18.5546875,82.03125,3.90625,NaN
1587324909547.875,15.13671875,-20.5078125,65.4296875,1.46484375,NaN
1587324909551.7812,19.53125,-24.4140625,-94.23828125,10.25390625,NaN
1587324909555.6875,10.25390625,5.859375,-135.25390625,10.25390625,NaN
1587324909559.5938,10.7421875,22.4609375,-25.87890625,10.25390625,NaN
1587324909563.5,19.04296875,31.25,76.66015625,18.06640625,NaN
1587324909567.4062,12.20703125,15.625,67.87109375,20.99609375,NaN
1587324909571.3125,10.25390625,-0.48828125,-65.4296875,3.90625,NaN
1587324909575.2188,14.16015625,31.25,55.17578125,1.46484375,NaN
1587324909579.125,8.7890625,17.578125,102.05078125,9.765625,NaN
1587324909583.0312,4.8828125,8.7890625,36.1328125,10.25390625,NaN
1587324909586.9375,6.8359375,-7.8125,-125,0.48828125,NaN
1587324909590.8438,4.39453125,1.46484375,-221.6796875,-15.625,NaN
1587324909594.75,-0.48828125,38.57421875,-12.6953125,0.48828125,NaN
1587324909598.6562,-0.9765625,32.71484375,104.98046875,5.37109375,NaN
1587324909602.5625,-13.671875,26.3671875,125.48828125,-7.32421875,NaN
1587324909606.4688,-11.71875,10.25390625,35.15625,-13.18359375,NaN
1587324909610.375,2.9296875,16.6015625,-14.6484375,-5.37109375,NaN
1587324909614.2812,0,35.64453125,79.58984375,2.44140625,NaN
1587324909618.1875,0.48828125,34.66796875,109.86328125,-0.48828125,NaN
1587324909622.0938,5.859375,27.83203125,129.8828125,3.41796875,NaN
1587324909626,-7.32421875,11.71875,37.109375,1.953125,NaN
1587324909629.9062,-5.859375,9.765625,-88.8671875,2.9296875,NaN
1587324909633.8125,7.32421875,21.484375,-49.31640625,1.46484375,NaN
1587324909637.7188,0.48828125,33.203125,81.0546875,-2.9296875,NaN
1587324909641.625,0,16.6015625,92.7734375,0.48828125,NaN
1587324909645.5312,6.34765625,-12.6953125,-169.43359375,-2.44140625,NaN
1587324909649.4375,-11.71875,20.99609375,-154.296875,-5.859375,NaN
1587324909653.3438,-12.20703125,42.48046875,98.14453125,1.953125,NaN
1587324909657.25,10.25390625,31.73828125,135.25390625,2.9296875,NaN
